objectid,cod_favela,nome,situacao,cod_comple,complexo,data_cadas,cod_bairro,bairro,cod_ra,ra,cod_rp,rp,cod_ap,pop_sabren,dom_sabren,fonte,upp,sabrengisadminLim_Favelas_2019area,Shape__Area,Shape__Length
324,537,Morro da Cotia,1,2044,Lins,1993/04/28 03:00:00+00,62,Lins de Vasconscelos,13,Méier,3.2,Méier,3,934,291,IBGE - Censo Demográfico 2010,Lins,46423.7796229,46423.7792324455,1296.59404151555
325,534,Rodo,1,2006,Turano,1991/10/17 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,901,277,IBGE - Censo Demográfico 2010,Turano,20732.5513619,20732.5508308463,860.550961920259
326,759,Vila Arco Íris,1,2092,Colônia Juliano Moreira,2003/02/18 03:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,1919,588,IBGE - Censo Demográfico 2010,N,152162.970335,152162.969510547,2823.67558800877
327,758,Rua Samaúna,2,0,Isolada,2003/01/07 03:00:00+00,152,Barra de Guaratiba,26,Guaratiba,5.4,Guaratiba,5,127,43,IPP com base em IBGE - Censo Demográfico 2010,N,27254.4589846,27254.4589845931,1604.58477910338
328,756,Hélio Oiticica,2,0,Isolada,2002/12/19 03:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,180,55,IBGE - Censo Demográfico 2010,N,8654.74515792,8654.74732822304,427.136713531654
329,755,Comunidade Bandeirantes,2,0,Isolada,2003/02/18 03:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,260,73,IBGE - Censo Demográfico 2010,N,18443.9958307,18443.9961698554,575.093600934082
330,753,Negrão de Lima,1,2053,Grota,2003/01/24 03:00:00+00,83,Madureira,15,Madureira,3.3,Madureira,3,67,24,IBGE - Censo Demográfico 2010,N,2841.35941428,2841.3594142951,305.923874773531
331,752,Beco da Amizade,2,0,Isolada,2003/01/24 03:00:00+00,82,Cascadura,15,Madureira,3.3,Madureira,3,205,63,IBGE - Censo Demográfico 2010,N,3151.28733547,3151.28733543262,231.760535598742
332,751,Travessa Antônio Avelino,1,2055,Parque Vila Nova,2003/01/31 03:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,111,36,IPP com base em IBGE - Censo Demográfico 2010,N,1400.84982988,1400.84982992121,294.070253814735
333,750,Rua José Felix de Mariz,2,0,Isolada,2003/02/03 03:00:00+00,78,Campinho,15,Madureira,3.3,Madureira,3,667,209,IBGE - Censo Demográfico 2010,N,28988.4113498,28988.4113496205,935.262050307561
334,749,Caminho do Rio Pequeno,2,0,Isolada,2003/01/08 03:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,370,101,IBGE - Censo Demográfico 2010,N,26133.0597166,26133.0570429348,1887.24611041289
335,748,Força do Povo,1,2071,Parque Criança Esperança,2003/02/18 03:00:00+00,109,Ricardo de Albuquerque,22,Anchieta,3.6,Pavuna,3,187,61,IBGE - Censo Demográfico 2010,N,16795.2688861,16795.2725259829,1012.0282219464
336,746,"Rua Embaú, nº 349",1,2079,Parque Unidos,2003/02/06 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,90,30,IPP com base em IBGE - Censo Demográfico 2010,N,2046.36558322,2046.3655831283,278.781804352094
337,744,Nova Olinda,2,0,Isolada,2003/02/06 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,298,93,IBGE - Censo Demográfico 2010,N,27508.7301583,27508.7252087652,2382.34694289726
338,743,Praça Cândida Vargas,2,0,Isolada,2003/01/31 03:00:00+00,87,Honório Gurgel,15,Madureira,3.3,Madureira,3,428,135,IBGE - Censo Demográfico 2010,N,7801.82857347,7801.82857345251,512.017413822995
339,742,Cantinho do Rio,1,2033,Dourados,2003/01/28 03:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,139,43,IBGE - Censo Demográfico 2010,N,2257.82089752,2257.82089745039,197.426522984511
340,741,"Rua Castro Menezes, nº 928",1,2030,Morro da Guaíba,2003/01/28 03:00:00+00,45,Brás de Pina,11,Penha,3.5,Penha,3,25,8,IPP com base em IBGE - Censo Demográfico 2010,N,1380.4507984,1380.45079836356,156.48854110373
341,740,Morrinho,2,0,Isolada,2003/02/05 03:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,143,47,IPP com base em IBGE - Censo Demográfico 2010,N,6284.90257123,6284.90257121964,327.50639197767
342,739,Visconde de Sabóia,2,0,Isolada,2003/01/27 03:00:00+00,80,Cavalcanti,15,Madureira,3.3,Madureira,3,794,238,IBGE - Censo Demográfico 2010,N,42682.9705559,42682.970626906,1233.22189525314
343,738,Rua Brício de Moraes,1,2048,Morro do Juramento,2003/01/27 03:00:00+00,56,Tomás Coelho,12,Inhaúma,3.4,Inhaúma,3,474,127,IPP com base em IBGE - Censo Demográfico 2010,N,14733.2091501,14733.209149984,1055.1248240819
344,737,Vitória da Conquista,2,0,Isolada,2003/02/03 03:00:00+00,90,Marechal Hermes,15,Madureira,3.3,Madureira,3,364,100,IBGE - Censo Demográfico 2010,N,16706.8855907,16706.8855906836,640.319713803789
345,736,Beco do Rato,2,0,Isolada,2003/02/17 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,902,270,IPP com base em IBGE - Censo Demográfico 2010,N,107417.552809,107417.551400722,3367.44705836406
346,735,Largo do Corrêa 1,1,2144,Largo do Corrêa 1,2003/02/17 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,1591,495,IBGE - Censo Demográfico 2010,N,130762.193627,130762.195866936,2313.92181812921
347,734,Largo do Corrêa,1,2140,Areal,2003/02/17 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,870,265,IBGE - Censo Demográfico 2010,N,68496.9832393,68496.9836260467,2541.83986765732
348,733,Novo Jardim Maravilha,2,0,Isolada,2003/02/17 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,1650,451,IPP com base em IBGE - Censo Demográfico 2010,N,124520.209306,124520.209306408,1659.43718191043
349,732,Beco sem Nome,2,0,Isolada,2003/02/17 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,211,69,IBGE - Censo Demográfico 2010,N,16037.2782895,16037.278289579,547.255911899887
350,731,Bairro Fernão Magalhães,2,0,Isolada,2003/02/17 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,384,118,IBGE - Censo Demográfico 2010,N,26457.1893764,26457.1893764186,761.74826050229
351,730,Caminho do Morro,2,0,Isolada,2003/02/14 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,125,38,IPP com base em IBGE - Censo Demográfico 2010,N,21447.1173137,21447.1184820988,1240.48068438708
352,729,Vilar Carioca,2,0,Isolada,2003/02/14 03:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,993,297,IBGE - Censo Demográfico 2010,N,45996.7894485,45996.788724225,1039.80576831633
353,728,Parque Proletário Vila Esperança,2,0,Isolada,2003/02/14 03:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,774,206,IBGE - Censo Demográfico 2010,N,30167.4737492,30167.4737491271,926.454719554584
354,727,Nova Conquista (RA - Campo Grande),1,2130,Vila do Céu,2003/02/14 03:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,1413,395,IBGE - Censo Demográfico 2010,N,83408.4526958,83408.4526960855,1496.05274740278
355,726,29 de Março,1,2133,Vila Vitória (RA-Campo Grande),2003/02/14 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,1278,382,IBGE - Censo Demográfico 2010,N,80429.7133985,80429.7134150014,2377.65270027466
356,725,Cabuís (RA - Campo Grande),2,0,Isolada,2003/02/12 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,285,79,IBGE - Censo Demográfico 2010,N,20485.2694163,20485.2694162668,932.152759637169
357,724,Prolongamento Senhora,2,0,Isolada,2003/02/12 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,371,121,IBGE - Censo Demográfico 2010,N,43511.568247,43511.5691126464,1469.59814408046
358,723,Caminho do Borges,1,2120,Tibagi,2003/02/11 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,1254,383,IPP com base em IBGE - Censo Demográfico 2010,N,51553.9229504,51553.9212242737,2596.83930129912
359,722,"Av. Santa Cruz, nº 3.556",2,0,Isolada,2003/02/11 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,144,42,IPP com base em IBGE - Censo Demográfico 2010,N,4516.96137194,4516.96137193952,272.130210728118
360,720,Parque das Nogueiras,1,2114,Vila João Lopes,2002/04/24 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,661,207,IPP com base em IBGE - Censo Demográfico 2010,N,31167.1860337,31167.1860338174,1672.03932717918
361,719,Vasconcelos,1,2127,Marcondes da Luz,2002/04/25 03:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,518,154,IPP com base em IBGE - Censo Demográfico 2010,N,20714.8872079,20714.8894585281,710.082232996042
362,718,Rua Hélio Correa,2,0,Isolada,2002/05/15 03:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,35,13,IPP com base em IBGE - Censo Demográfico 2010,N,8255.86648822,8255.86648826661,631.887676276296
363,717,Estrada do Gandu,2,0,Isolada,2002/04/26 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,26,8,IPP com base em IBGE - Censo Demográfico 2010,N,11677.8080951,11677.8080949459,805.685115971499
364,716,Caminho da União,2,0,Isolada,2002/03/10 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,95,29,IPP com base em IBGE - Censo Demográfico 2010,N,5048.64258346,5048.64258344764,312.263872499576
365,715,Fazenda Cassiana,2,0,Isolada,2002/04/29 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,2754,782,IBGE - Censo Demográfico 2010,N,195827.182611,195827.182611505,2609.83151969555
366,714,Pantanal (RA - Santa Cruz),1,2137,Pantanal (RA - Santa Cruz),2002/05/16 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1105,326,IBGE - Censo Demográfico 2010,N,62008.046085,62008.0460851416,1266.1753072548
367,713,Vila Verde (RA - Santa Cruz),1,2137,Pantanal (RA - Santa Cruz),2002/05/16 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,397,106,IBGE - Censo Demográfico 2010,N,79652.3561514,79652.3506743238,2544.80805828825
368,712,Vale dos Eucaliptos,2,0,Isolada,2002/04/25 03:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,483,126,IBGE - Censo Demográfico 2010,N,47911.0926316,47911.0899134384,1299.23465645616
369,711,Jardim Nossa Senhora das Graças,1,2126,Jardim Nossa Senhora das Graças,2002/04/26 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,1163,310,IBGE - Censo Demográfico 2010,N,154308.032864,154308.030086493,6380.51256221381
370,710,Saquaçu,1,2138,Saquaçu,2002/05/23 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,2704,769,IBGE - Censo Demográfico 2010,N,268906.153011,268906.15301042,3401.91500952673
371,709,Beco do Carcará,2,0,Isolada,2002/05/23 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,237,64,IBGE - Censo Demográfico 2010,N,24259.0652489,24259.0652489383,1166.7045645335
372,708,Ziza,2,0,Isolada,2002/06/08 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,193,52,IBGE - Censo Demográfico 2010,N,14089.0622478,14089.0620911371,918.935653058442
373,707,Santa Clara,1,2143,Estrada do Magarça,2002/05/08 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,760,220,IBGE - Censo Demográfico 2010,N,70861.7885652,70861.788370714,1741.21980482769
374,706,Bairro de São Pedro,1,2141,Bairro de São Pedro,2002/05/07 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,992,318,IPP com base em IBGE - Censo Demográfico 2010,N,47578.8803849,47578.8803847328,1162.31306240277
375,705,Rua Vale Verde,1,2141,Bairro de São Pedro,2002/05/08 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,294,86,IBGE - Censo Demográfico 2010,N,8378.80945989,8378.8094598948,424.557597920966
376,704,Travessa Magarça,1,2141,Bairro de São Pedro,2002/05/08 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,257,70,IBGE - Censo Demográfico 2010,N,7882.55953864,7882.55953864209,424.697730206282
377,703,Rua Bernardo de Vasconcelos e Adjacências,2,0,Isolada,2002/04/17 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,411,138,IBGE - Censo Demográfico 2010,N,10853.9034233,10853.9034234667,937.5652049357
378,702,Vila Abrolhos,2,0,Isolada,2002/04/17 03:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,261,74,IBGE - Censo Demográfico 2010,N,6995.52563922,6995.52563927517,382.6869096459
379,701,Jardim Luana,2,0,Isolada,2002/05/10 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,829,238,IBGE - Censo Demográfico 2010,N,53407.3789625,53407.3775643553,2039.95181051679
380,700,"Av. das Américas, Km 37",2,0,Isolada,2002/05/10 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,1180,368,IPP com base em IBGE - Censo Demográfico 2010,N,92919.6532402,92919.6541784388,5916.10404144126
381,614,Centro Social União de Costa Barros,1,2075,Bairro da Pedreira,1995/04/20 03:00:00+00,113,Costa Barros,25,Pavuna,3.6,Pavuna,3,1570,450,IBGE - Censo Demográfico 2010,N,38056.0240222,38056.0240223152,1277.60949450899
382,699,1º de Abril,1,2136,Nova Jersei,2002/05/20 03:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,1394,404,IBGE - Censo Demográfico 2010,N,120409.738872,120409.740448645,2969.88244571044
383,698,Colorado,1,2136,Nova Jersei,2002/05/20 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,529,151,IBGE - Censo Demográfico 2010,N,49296.0640047,49296.0640047884,1994.77812788124
384,697,Nova Jersei,1,2136,Nova Jersei,2002/05/20 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,4440,1244,IPP com base em IBGE - Censo Demográfico 2010,N,291979.469681,291979.469681239,2764.03371019796
385,696,Nova Brasília - Três Pontes (RA - Santa Cruz),1,2139,Três Pontes,2002/05/20 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,314,89,IBGE - Censo Demográfico 2010,N,113835.212706,113835.211617278,3025.64928241329
386,695,São Gomário,1,2139,Três Pontes,2002/05/16 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,172,64,IBGE - Censo Demográfico 2010,N,16502.8871977,16502.8871976034,884.469596381818
387,694,Rua 66 (Cesarão),1,2134,Bairro Canaã,2002/05/15 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,751,204,IBGE - Censo Demográfico 2010,N,54718.6951771,54718.6935641053,3745.92063215393
388,693,Parque Nova Cidade de Acari,1,2075,Bairro da Pedreira,2002/04/02 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,1594,436,IBGE - Censo Demográfico 2010,N,59823.7843108,59823.7876082028,5393.15017213456
389,692,Vila Jurema 1,2,0,Isolada,2002/04/16 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,359,104,IBGE - Censo Demográfico 2010,Batan,11789.7137987,11789.7137986474,528.115710036844
390,691,Alto Kennedy,1,2116,Alto Kennedy,2002/04/16 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,2674,757,IBGE - Censo Demográfico 2010,Vila Kennedy,122666.720579,122666.720578863,4323.8250925022
391,690,Retiro das Mangueiras,1,2118,Fazenda Coqueiro,2002/05/27 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,2437,703,IBGE - Censo Demográfico 2010,N,64252.2005347,64252.2005344146,1290.24721493472
392,689,Castor de Andrade,1,2116,Alto Kennedy,2002/04/16 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,182,50,IPP com base em IBGE - Censo Demográfico 2010,Vila Kennedy,5987.5402815,5987.54028150552,452.794069793874
393,688,Loteamento Josué,2,0,Isolada,2002/03/12 03:00:00+00,118,Cidade de Deus,34,Cidade de Deus,4.1,Jacarepaguá,4,722,203,IBGE - Censo Demográfico 2010,N,17037.6806622,17037.6806620265,932.124023016834
394,687,Jardim Guaratiba,2,0,Isolada,2002/05/13 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,695,208,IPP com base em IBGE - Censo Demográfico 2010,N,39194.9934416,39194.993441322,3579.06583100653
395,686,Cabuís (RA - Guaratiba),2,0,Isolada,2002/05/13 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,404,121,IBGE - Censo Demográfico 2010,N,16598.2947373,16598.2947372289,595.342145173109
396,685,Recanto dos Motoristas,2,0,Isolada,2002/05/13 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,268,88,IBGE - Censo Demográfico 2010,N,17628.9413693,17628.9413692532,1011.84214897891
397,684,Rua Sem Nome,2,0,Isolada,2002/04/21 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,110,35,IPP com base em IBGE - Censo Demográfico 2010,N,19857.9132066,19857.9148003331,2360.41543384552
398,683,Vila São Sebastião,1,2072,Vila São Sebastião,2002/04/08 03:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,596,171,IBGE - Censo Demográfico 2010,N,13922.8295069,13922.8295069975,564.535704450951
399,682,Retiro do Lameirão,1,2129,Nova Esperança (RA - Campo Grande),2002/04/18 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,869,272,IBGE - Censo Demográfico 2010,N,51250.3365817,51250.3365818138,1121.4065861878
400,681,Nova Esperança (RA - Campo Grande),1,2129,Nova Esperança (RA - Campo Grande),2002/04/18 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,1008,324,IBGE - Censo Demográfico 2010,N,56563.5137373,56563.5139396446,1600.22455986235
401,680,Vila Verde (RA - Campo Grande),1,2129,Nova Esperança (RA - Campo Grande),2002/04/18 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,744,229,IPP com base em IBGE - Censo Demográfico 2010,N,39010.4919811,39010.4882326883,1435.8621103693
402,679,Batistinha,1,2082,Vila Nova da Pavuna,2002/04/04 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,123,32,IBGE - Censo Demográfico 2010,N,10315.9007978,10315.9007978096,421.715281650089
403,677,Vila Nova da Pavuna,1,2082,Vila Nova da Pavuna,2002/04/04 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,1009,310,IBGE - Censo Demográfico 2010,N,34393.3418382,34393.3394154078,2744.45981424096
404,678,Quitanda,1,2080,Quitanda,2002/04/08 03:00:00+00,113,Costa Barros,25,Pavuna,3.6,Pavuna,3,2094,630,IPP com base em IBGE - Censo Demográfico 2010,N,135404.944576,135404.954377207,5817.75025436755
405,676,Vila Amaral,1,2082,Vila Nova da Pavuna,2002/04/04 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,567,188,IBGE - Censo Demográfico 2010,N,23317.0176089,23317.0176086538,997.583899425504
406,674,Rua Professor Silva Campos,1,2066,"Rua Budapeste, nº 66",2002/04/15 03:00:00+00,98,Freguesia (Ilha do Governador),20,Ilha do Governador,3.7,Ilha do Governador,3,705,237,IPP com base em IBGE - Censo Demográfico 2010,N,18819.3841857,18819.3841855686,1025.39752712865
407,673,Professora Justina Marques,2,0,Isolada,2002/04/21 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,261,78,IBGE - Censo Demográfico 2010,N,19129.5448547,19129.5450137697,1326.15059768617
408,672,Rua Tenente Lassance,1,2072,Vila São Sebastião,2002/04/08 03:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,131,41,IBGE - Censo Demográfico 2010,N,9489.81881718,9489.81881716179,418.057304898967
409,671,Rua Adalberto Tanajura,1,2072,Vila São Sebastião,2002/04/08 03:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,126,45,IBGE - Censo Demográfico 2010,N,5470.04673056,5470.04673045291,324.964502578177
410,670,Parque Nova Maracá,1,2037,Parque Nova Maracá,2002/04/01 03:00:00+00,56,Tomás Coelho,12,Inhaúma,3.4,Inhaúma,3,1569,470,IBGE - Censo Demográfico 2010,N,123347.657853,123347.657852838,2459.00576999586
411,669,Parque Itambé,1,2027,Parque Itambé,2002/04/01 03:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,1716,497,IBGE - Censo Demográfico 2010,N,36591.1213534,36591.1213534315,874.168777951194
412,668,"Rua André Rocha, nº 2.630 B",2,0,Isolada,2002/03/20 03:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,242,78,IPP com base em IBGE - Censo Demográfico 2010,N,6723.85670609,6723.85670618945,380.232848483572
413,667,27 de Setembro,2,0,Isolada,2002/03/20 03:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,403,130,IPP com base em IBGE - Censo Demográfico 2010,N,8575.5074516,8575.50745135874,401.77146926388
414,666,Vale do Ipê,1,2092,Colônia Juliano Moreira,2002/03/20 03:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,1432,498,IBGE - Censo Demográfico 2010,N,49143.89675,49143.8968947664,1092.8360786787
415,665,Parque Boa Esperança (RA - Pavuna),1,2076,Chico Mendes (Morro do Chapadão),2002/04/02 03:00:00+00,113,Costa Barros,25,Pavuna,3.6,Pavuna,3,3985,1175,IBGE - Censo Demográfico 2010,N,219118.729995,219118.729199213,4091.45855729093
416,663,Servidão D,2,0,Isolada,2002/03/27 03:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,20,5,IPP com base em IBGE - Censo Demográfico 2010,N,1033.00634912,1033.00634907212,203.178404710078
417,662,Chácara do Tanque,2,0,Isolada,2002/03/21 03:00:00+00,123,Tanque,16,Jacarepaguá,4.1,Jacarepaguá,4,2226,721,IBGE - Censo Demográfico 2010,N,43752.4233804,43752.4233805858,838.002511841239
418,661,Curicica II,1,2103,Vila União da Curicica,2002/03/26 03:00:00+00,119,Curicica,16,Jacarepaguá,4.1,Jacarepaguá,4,260,86,IBGE - Censo Demográfico 2010,N,8957.50492289,8957.50492287306,414.248474225224
419,660,Rua Professor Burlamáqui,1,2053,Grota,2002/04/01 03:00:00+00,84,Vaz Lobo,15,Madureira,3.3,Madureira,3,408,118,IBGE - Censo Demográfico 2010,N,29852.2533822,29852.2533823769,1298.6783769851
420,659,Morro do Camorim,2,0,Isolada,2002/03/19 03:00:00+00,129,Camorim,24,Barra da Tijuca,4.2,Barra da Tijuca,4,0,0, ,N,41061.1930413,41061.1952179475,2900.87253514283
421,658,São Gonçalo do Amarante,2,0,Isolada,2002/03/19 03:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,291,84,IBGE - Censo Demográfico 2010,N,38035.9938753,38035.9931831423,1898.01930334474
422,657,"Rua Urucuia, nº 570",2,0,Isolada,2002/03/25 03:00:00+00,125,Vila Valqueire,16,Jacarepaguá,4.1,Jacarepaguá,4,401,126,IBGE - Censo Demográfico 2010,N,9780.98451509,9780.98451506116,433.727936129528
423,655,Vila Nova Canaã,1,2067,Vila Joaniza,2002/04/11 03:00:00+00,104,Galeão,20,Ilha do Governador,3.7,Ilha do Governador,3,638,179,IBGE - Censo Demográfico 2010,N,99762.7681524,99762.7672193626,3895.89952449184
424,654,"Travessa Estrada Grande, nº 1.397",1,2067,Vila Joaniza,2002/04/11 03:00:00+00,104,Galeão,20,Ilha do Governador,3.7,Ilha do Governador,3,125,39,IPP com base em IBGE - Censo Demográfico 2010,N,22820.4954298,22820.49291103,1104.00198008212
